NRO;ID_ESTABLECIMIENTO;NOMBRE_OFICIAL;COORDENADAS_X;COORDENADAS_Y;RED_DE_ATENCION;INSTITUCION;NIVEL_DE_ATENCION;TIPOLOGIA;CODIGO_PROVINCIA;PROVINCIA;CODIGO_CANTON;CANTON;CODIGO_PARROQUIA;PARROQUIA;HORARIO_DE_ATENCION;AÑO;MES;ATENCIONES_CONSULTA_EXTERNA ;ATENCIONES_EMERGENCIA;EGRESOS_HOSPITALARIO;ATENCIONES_DE_AMBULANCIA;CIRUGIAS;CAMAS_CENSABLES_DOTACION;PROMEDIO_DE_CAMAS_DE_DISP;INDICE_DE_OCUPACION_DE_CAMAS;GIRO_DE_CAMA;% _ABASTECIMIENTO >1MES_GENERAL_MEDIC;%_ABASTECIMIENTO >1MES_ESENCIALES_MEDIC;%_ABASTECIMIENTO >1MES_VITALES_MEDIC;%_ABASTECIMIENTO >1MES_GENERAL_(DISPOSITIVOS_MEDICOS);EJECUCION_PRESUPUESTARIA_PRESUPUESTO_EJECUTADO;EJECUCIÓN PRESUPUESTARIA - PRESUPUESTO ASIGNADO;%_EJECUCION_PRESUPUESTARIA_RESULTADO ((Presupuesto ejecutado / Presupuesto asignado) × 100);INDICE_DE_AUSENTISMO_PACIENTE;NUMERO_DE_PROFESIONALES_ACTUALES_OPERATIVO;NUMERO_DE_PROFESIONALES_ACTUALES_ADMINISTRATIVO;NUMERO_DE_PROFESIONALES_ACTUALES_ESPECIALIDAD;%_INDICE_DE_SATISFACCION_DEL_PACIENTE
1088;5376000000;CENTRO DE SALUD B - MACARÁ;-79,942085;-4,376121;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1108;MACARÁ;110850;MACARA;07:00 - 19:00;2025;Mayo;2080;;;7;;;;;;79,53%;;;85%;2,97186E+15;838540;35%;15%;20;11;;89,96%
1089;5376000000;CENTRO DE SALUD B - MACARÁ;-79,942085;-4,376121;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1108;MACARÁ;110850;MACARA;07:00 - 19:00;2025;Junio;2113;;;7;;;;;;84,25%;;;95%;35388824;8,3854E+15;42%;14%;20;11;;89,96%
1090;5376000000;CENTRO DE SALUD B - MACARÁ;-79,942085;-4,376121;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1108;MACARÁ;110850;MACARA;07:00 - 19:00;2025;Julio;2385;;;7;;;;;;86,61%;;;94%;4,21647E+16;8,3854E+15;50%;14%;20;11;;89,96%
1091;5376000000;CENTRO DE SALUD B - MACARÁ;-79,942085;-4,376121;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1108;MACARÁ;110850;MACARA;07:00 - 19:00;2025;Agosto;1869;;;2;;;;;;84,25%;;;93%;4,87489E+15;838540;58%;13%;20;11;;89,96%
1092;5376000000;CENTRO DE SALUD B - MACARÁ;-79,942085;-4,376121;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1108;MACARÁ;110850;MACARA;07:00 - 19:00;2025;Septiembre;1905;;;16;;;;;;84,25%;;;94%;5,45449E+15;838540;65%;13%;19;11;;89,96%
1093;5376000000;CENTRO DE SALUD B - MACARÁ;-79,942085;-4,376121;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1108;MACARÁ;110850;MACARA;07:00 - 19:00;2025;Octubre;1731;;;6;;;;;;82,68%;;;94%;60051263;838540;72%;14%;18;11;;89,96%
1094;5376000000;CENTRO DE SALUD B - MACARÁ;-79,942085;-4,376121;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1108;MACARÁ;110850;MACARA;07:00 - 19:00;2025;Noviembre;1268;6;;18;;;;;;87,97%;;;96%;6,93068E+15;838540;83%;13%;18;11;;89,96%
1095;5376000000;CENTRO DE SALUD B - MACARÁ;-79,942085;-4,376121;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1108;MACARÁ;110850;MACARA;07:00 - 19:00;2025;Diciembre;1735;2;;7;;;;;;84,96%;;;92%;;;;13%;18;11;;89,96%
1096;5378100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - ZAMORA;-78,946333;-4,061753;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);19;ZAMORA CHINCHIPE;1901;ZAMORA;190150;ZAMORA;07:00 - 20:30;2025;Enero;5312;2012;;1;55;;;;;76,82%;;;87%;17923931;3419583;5%;21%;84;22;;89,96%
1097;5378100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - ZAMORA;-78,946333;-4,061753;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);19;ZAMORA CHINCHIPE;1901;ZAMORA;190150;ZAMORA;07:00 - 20:30;2025;Febrero;4847;1461;;23;55;;;;;73,82%;;;86%;40294478;3419583;12%;21%;85;22;;89,96%
1098;5378100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - ZAMORA;-78,946333;-4,061753;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);19;ZAMORA CHINCHIPE;1901;ZAMORA;190150;ZAMORA;07:00 - 20:30;2025;Marzo;4440;1887;;51;65;;;;;71,24%;;;84%;6,4838E+15;3,41958E+16;19%;23%;86;23;;89,96%
1099;5378100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - ZAMORA;-78,946333;-4,061753;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);19;ZAMORA CHINCHIPE;1901;ZAMORA;190150;ZAMORA;07:00 - 20:30;2025;Abril;5210;1695;;34;66;;;;;68,09%;;;84%;8,665E+15;3420766;25%;24%;87;23;;89,96%
1100;5378100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - ZAMORA;-78,946333;-4,061753;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);19;ZAMORA CHINCHIPE;1901;ZAMORA;190150;ZAMORA;07:00 - 20:30;2025;Mayo;4738;1788;;19;56;;;;;73,53%;;;84%;1,10313E+16;387634273;28%;25%;87;23;;89,96%
1101;5378100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - ZAMORA;-78,946333;-4,061753;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);19;ZAMORA CHINCHIPE;1901;ZAMORA;190150;ZAMORA;07:00 - 20:30;2025;Junio;5033;1772;;42;52;;;;;71,93%;;;86%;1,33896E+16;3,87634E+16;35%;22%;87;23;;89,96%
1102;5378100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - ZAMORA;-78,946333;-4,061753;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);19;ZAMORA CHINCHIPE;1901;ZAMORA;190150;ZAMORA;07:00 - 20:30;2025;Julio;4966;1343;;35;63;;;;;68,86%;;;86%;156043618;3,87634E+16;40%;28%;86;23;;89,96%
1103;5378100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - ZAMORA;-78,946333;-4,061753;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);19;ZAMORA CHINCHIPE;1901;ZAMORA;190150;ZAMORA;07:00 - 20:30;2025;Agosto;4707;1348;;31;19;;;;;75,32%;;;89%;1,87752E+16;387634273;48%;22%;87;19;;89,96%
1104;5378100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - ZAMORA;-78,946333;-4,061753;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);19;ZAMORA CHINCHIPE;1901;ZAMORA;190150;ZAMORA;07:00 - 20:30;2025;Septiembre;5760;1785;;16;30;;;;;75,76%;;;90%;212861198;3,87634E+16;55%;21%;86;19;;89,96%
1105;5378100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - ZAMORA;-78,946333;-4,061753;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);19;ZAMORA CHINCHIPE;1901;ZAMORA;190150;ZAMORA;07:00 - 20:30;2025;Octubre;5898;1635;;32;36;;;;;69,70%;;;88%;2,43786E+15;3,87268E+16;63%;21%;86;19;;89,96%
1106;5378100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - ZAMORA;-78,946333;-4,061753;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);19;ZAMORA CHINCHIPE;1901;ZAMORA;190150;ZAMORA;07:00 - 20:30;2025;Noviembre;4024;1602;;17;58;;;;;68,83%;;;90%;3,00254E+16;3,87268E+16;78%;22%;86;19;;89,96%
1107;5378100000;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA) - ZAMORA;-78,946333;-4,061753;RPIS;IESS;II NIVEL;CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO (HOSPITAL DEL DÍA);19;ZAMORA CHINCHIPE;1901;ZAMORA;190150;ZAMORA;07:00 - 20:30;2025;Diciembre;5247;1548;;14;63;;;;;67,97%;;;88%;;;;24%;85;19;;89,96%
1108;5378700000;CENTRO DE SALUD B - CELICA;-79,956922;-4,099708;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1104;CELICA;110450;CELICA;07:30 - 17:00;2025;Enero;2255;74;;4;;;;;;47,73%;;;77%;5,581E+16;967756;6%;6%;20;12;;89,96%
1109;5378700000;CENTRO DE SALUD B - CELICA;-79,956922;-4,099708;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1104;CELICA;110450;CELICA;07:30 - 17:00;2025;Febrero;1699;74;;11;;;;;;48,48%;;;76%;11126709;967756;12%;6%;20;12;;89,96%
1110;5378700000;CENTRO DE SALUD B - CELICA;-79,956922;-4,099708;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1104;CELICA;110450;CELICA;07:30 - 17:00;2025;Marzo;1691;69;;4;;;;;;50,76%;;;80%;1,73523E+16;967756;18%;5%;20;12;;89,96%
1111;5378700000;CENTRO DE SALUD B - CELICA;-79,956922;-4,099708;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1104;CELICA;110450;CELICA;07:30 - 17:00;2025;Abril;2061;65;;7;;;;;;62,04%;;;74%;2,59279E+16;968263;27%;6%;20;12;;89,96%
1112;5378700000;CENTRO DE SALUD B - CELICA;-79,956922;-4,099708;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1104;CELICA;110450;CELICA;07:30 - 17:00;2025;Mayo;2196;56;;2;;;;;;72,26%;;;73%;32574134;968263;34%;5%;20;12;;89,96%
1113;5378700000;CENTRO DE SALUD B - CELICA;-79,956922;-4,099708;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1104;CELICA;110450;CELICA;07:30 - 17:00;2025;Junio;2610;68;;10;;;;;;76,64%;;;79%;40506776;968263;42%;5%;20;12;;89,96%
1114;5378700000;CENTRO DE SALUD B - CELICA;-79,956922;-4,099708;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1104;CELICA;110450;CELICA;07:30 - 17:00;2025;Julio;2803;94;;10;;;;;;72,06%;;;79%;4,9247E+15;968263;51%;6%;20;12;;89,96%
1115;5378700000;CENTRO DE SALUD B - CELICA;-79,956922;-4,099708;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1104;CELICA;110450;CELICA;07:30 - 17:00;2025;Agosto;2209;108;;9;;;;;;66,43%;;;79%;5,75809E+15;968263;59%;5%;20;11;;89,96%
1116;5378700000;CENTRO DE SALUD B - CELICA;-79,956922;-4,099708;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1104;CELICA;110450;CELICA;07:30 - 17:00;2025;Septiembre;2315;84;;9;;;;;;60,00%;;;76%;6442386;968263;67%;5%;20;11;;89,96%
1117;5378700000;CENTRO DE SALUD B - CELICA;-79,956922;-4,099708;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1104;CELICA;110450;CELICA;07:30 - 17:00;2025;Octubre;2418;89;;11;;;;;;60,00%;;;74%;7,05478E+15;968263;73%;4%;20;10;;89,96%
1118;5378700000;CENTRO DE SALUD B - CELICA;-79,956922;-4,099708;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1104;CELICA;110450;CELICA;07:30 - 17:00;2025;Noviembre;1535;59;;9;;;;;;61,43%;;;74%;80921476;968263;84%;3%;20;10;;89,96%
1119;5378700000;CENTRO DE SALUD B - CELICA;-79,956922;-4,099708;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1104;CELICA;110450;CELICA;07:30 - 17:00;2025;Diciembre;2254;109;;6;;;;;;62,86%;;;76%;;;;5%;20;10;;89,96%
1120;5379000000;CENTRO DE SALUD A - ZUMBA;-79,131693;-4,863439;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;19;ZAMORA CHINCHIPE;1902;CHINCHIPE;190250;ZUMBA;07:30 - 17:00;2025;Enero;931;;;;;;;;;67,72%;;;86%;1771696;344829;5%;4%;6;4;;89,96%
1121;5379000000;CENTRO DE SALUD A - ZUMBA;-79,131693;-4,863439;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;19;ZAMORA CHINCHIPE;1902;CHINCHIPE;190250;ZUMBA;07:30 - 17:00;2025;Febrero;1049;;;;;;;;;66,46%;;;85%;3913695;344829;11%;4%;6;4;;89,96%
1122;5379000000;CENTRO DE SALUD A - ZUMBA;-79,131693;-4,863439;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;19;ZAMORA CHINCHIPE;1902;CHINCHIPE;190250;ZUMBA;07:30 - 17:00;2025;Marzo;1009;;;;;;;;;63,75%;;;79%;6,21658E+15;344829;18%;3%;6;4;;89,96%
1123;5379000000;CENTRO DE SALUD A - ZUMBA;-79,131693;-4,863439;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;19;ZAMORA CHINCHIPE;1902;CHINCHIPE;190250;ZUMBA;07:30 - 17:00;2025;Abril;957;;;;;;;;;60,38%;;;77%;896953;3,44829E+16;26%;7%;6;4;;89,96%
1124;5379000000;CENTRO DE SALUD A - ZUMBA;-79,131693;-4,863439;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;19;ZAMORA CHINCHIPE;1902;CHINCHIPE;190250;ZUMBA;07:30 - 17:00;2025;Mayo;904;;;;;;;;;64,56%;;;92%;1,1745E+16;344829;34%;7%;6;4;;89,96%
1125;5379000000;CENTRO DE SALUD A - ZUMBA;-79,131693;-4,863439;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;19;ZAMORA CHINCHIPE;1902;CHINCHIPE;190250;ZUMBA;07:30 - 17:00;2025;Junio;954;;;;;;;;;70,63%;;;90%;15827768;344829;46%;7%;6;4;;89,96%
1126;5379000000;CENTRO DE SALUD A - ZUMBA;-79,131693;-4,863439;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;19;ZAMORA CHINCHIPE;1902;CHINCHIPE;190250;ZUMBA;07:30 - 17:00;2025;Julio;1064;;;;;;;;;82,10%;;;91%;1,89304E+16;3,44829E+16;55%;9%;6;4;;89,96%
1127;5379000000;CENTRO DE SALUD A - ZUMBA;-79,131693;-4,863439;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;19;ZAMORA CHINCHIPE;1902;CHINCHIPE;190250;ZUMBA;07:30 - 17:00;2025;Agosto;920;;;;;;;;;83,95%;;;90%;2,16542E+16;3,44829E+16;63%;12%;6;4;;89,96%
1128;5379000000;CENTRO DE SALUD A - ZUMBA;-79,131693;-4,863439;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;19;ZAMORA CHINCHIPE;1902;CHINCHIPE;190250;ZUMBA;07:30 - 17:00;2025;Septiembre;1074;;;;;;;;;85,63%;;;88%;2,3989E+16;344829;70%;12%;6;4;;89,96%
1129;5379000000;CENTRO DE SALUD A - ZUMBA;-79,131693;-4,863439;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;19;ZAMORA CHINCHIPE;1902;CHINCHIPE;190250;ZUMBA;07:30 - 17:00;2025;Octubre;949;;;;;;;;;83,13%;;;88%;2,69901E+15;344829;78%;9%;6;3;;89,96%
1130;5379000000;CENTRO DE SALUD A - ZUMBA;-79,131693;-4,863439;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;19;ZAMORA CHINCHIPE;1902;CHINCHIPE;190250;ZUMBA;07:30 - 17:00;2025;Noviembre;755;;;;;;;;;82,91%;;;88%;3,03259E+16;3,44829E+16;88%;11%;6;3;;89,96%
1131;5379000000;CENTRO DE SALUD A - ZUMBA;-79,131693;-4,863439;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;19;ZAMORA CHINCHIPE;1902;CHINCHIPE;190250;ZUMBA;07:30 - 17:00;2025;Diciembre;856;;;;;;;;;77,22%;;;85%;;;;6%;6;3;;89,96%
1132;5379300000;CENTRO DE SALUD B - CATAMAYO;-79,359329;-3,985285;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1103;CATAMAYO;110350;CATAMAYO (LA TOMA);07:30 - 16:00;2025;Enero;1853;;;;;;;;;73,75%;;;84%;3547698;607039;6%;18%;11;6;;89,96%
1133;5379300000;CENTRO DE SALUD B - CATAMAYO;-79,359329;-3,985285;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1103;CATAMAYO;110350;CATAMAYO (LA TOMA);07:00 - 16:30;2025;Febrero;1689;;;;;;;;;70,00%;;;81%;7,49779E+15;607039;12%;18%;11;6;;89,96%
1134;5379300000;CENTRO DE SALUD B - CATAMAYO;-79,359329;-3,985285;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1103;CATAMAYO;110350;CATAMAYO (LA TOMA);07:30 - 16:00;2025;Marzo;1266;;;;;;;;;73,91%;;;76%;1,1078E+16;607039;18%;21%;12;6;;89,96%
1135;5379300000;CENTRO DE SALUD B - CATAMAYO;-79,359329;-3,985285;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1103;CATAMAYO;110350;CATAMAYO (LA TOMA);07:00 - 16:30;2025;Abril;1524;;;;;;;;;64,60%;;;75%;1,54115E+16;607377;25%;18%;12;6;;89,96%
1136;5379300000;CENTRO DE SALUD B - CATAMAYO;-79,359329;-3,985285;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1103;CATAMAYO;110350;CATAMAYO (LA TOMA);07:30 - 16:00;2025;Mayo;1669;;;;;;;;;65,03%;;;78%;2,03172E+16;607377;33%;18%;12;6;;89,96%
1137;5379300000;CENTRO DE SALUD B - CATAMAYO;-79,359329;-3,985285;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1103;CATAMAYO;110350;CATAMAYO (LA TOMA);07:00 - 16:30;2025;Junio;1448;;;;;;;;;64,02%;;;84%;2,53289E+16;607377;42%;20%;11;6;;89,96%
1138;5379300000;CENTRO DE SALUD B - CATAMAYO;-79,359329;-3,985285;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1103;CATAMAYO;110350;CATAMAYO (LA TOMA);07:30 - 16:00;2025;Julio;1465;;;;;;;;;65,85%;;;83%;2,55316E+16;607377;42%;21%;11;6;;89,96%
1139;5379300000;CENTRO DE SALUD B - CATAMAYO;-79,359329;-3,985285;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1103;CATAMAYO;110350;CATAMAYO (LA TOMA);07:00 - 16:30;2025;Agosto;1243;;;;;;;;;63,41%;;;83%;31977449;607377;53%;15%;11;4;;89,96%
1140;5379300000;CENTRO DE SALUD B - CATAMAYO;-79,359329;-3,985285;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1103;CATAMAYO;110350;CATAMAYO (LA TOMA);07:30 - 16:00;2025;Septiembre;1867;;;;;;;;;59,76%;;;82%;3,86826E+16;607377;64%;16%;11;4;;89,96%
1141;5379300000;CENTRO DE SALUD B - CATAMAYO;-79,359329;-3,985285;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1103;CATAMAYO;110350;CATAMAYO (LA TOMA);07:00 - 16:30;2025;Octubre;1394;;;;;;;;;60,98%;;;81%;4,31831E+16;60554444;71%;16%;11;4;;89,96%
1142;5379300000;CENTRO DE SALUD B - CATAMAYO;-79,359329;-3,985285;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1103;CATAMAYO;110350;CATAMAYO (LA TOMA);07:30 - 16:00;2025;Noviembre;1142;;;;;;;;;74,39%;;;79%;46937585;60554444;78%;15%;11;5;;89,96%
1143;5379300000;CENTRO DE SALUD B - CATAMAYO;-79,359329;-3,985285;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1103;CATAMAYO;110350;CATAMAYO (LA TOMA);07:00 - 16:30;2025;Diciembre;1521;;;;;;;;;73,17%;;;77%;;;;19%;12;5;;89,96%
1144;5379600000;CENTRO DE SALUD B - PALTAS;-79,648993;-4,049425;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1109;PALTAS;110950;CATACOCHA;07:00 - 17:00;2025;Enero;802;;;;;;;;;66,34%;;;84%;2,21064E+16;495534;4%;12%;7;4;;89,96%
1145;5379600000;CENTRO DE SALUD B - PALTAS;-79,648993;-4,049425;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1109;PALTAS;110950;CATACOCHA;07:00 - 17:00;2025;Febrero;883;;;;;;;;;59,41%;;;82%;5,05584E+16;495534;10%;13%;7;4;;89,96%
1146;5379600000;CENTRO DE SALUD B - PALTAS;-79,648993;-4,049425;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1109;PALTAS;110950;CATACOCHA;07:00 - 17:00;2025;Marzo;872;;;;;;;;;51,49%;;;82%;7,7917E+15;495534;16%;7%;7;4;;89,96%
1147;5379600000;CENTRO DE SALUD B - PALTAS;-79,648993;-4,049425;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1109;PALTAS;110950;CATACOCHA;07:00 - 17:00;2025;Abril;1008;;;;;;;;;49,50%;;;87%;11210158;495534;23%;5%;7;4;;89,96%
1148;5379600000;CENTRO DE SALUD B - PALTAS;-79,648993;-4,049425;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1109;PALTAS;110950;CATACOCHA;07:00 - 17:00;2025;Mayo;1022;;;;;;;;;79,61%;;;91%;15027177;495534;30%;3%;7;4;;89,96%
1149;5379600000;CENTRO DE SALUD B - PALTAS;-79,648993;-4,049425;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1109;PALTAS;110950;CATACOCHA;07:00 - 17:00;2025;Junio;847;;;;;;;;;80,77%;;;90%;1,89921E+16;495534;38%;4%;7;4;;89,96%
1150;5379600000;CENTRO DE SALUD B - PALTAS;-79,648993;-4,049425;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1109;PALTAS;110950;CATACOCHA;07:00 - 17:00;2025;Julio;1206;;;;;;;;;73,08%;;;89%;2,21023E+16;4,95534E+16;45%;4%;7;4;;89,96%
1151;5379600000;CENTRO DE SALUD B - PALTAS;-79,648993;-4,049425;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1109;PALTAS;110950;CATACOCHA;07:00 - 17:00;2025;Agosto;760;;;;;;;;;73,08%;;;89%;25654409;495534;52%;11%;7;4;;89,96%
1152;5379600000;CENTRO DE SALUD B - PALTAS;-79,648993;-4,049425;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1109;PALTAS;110950;CATACOCHA;07:00 - 17:00;2025;Septiembre;1110;;;;;;;;;70,19%;;;88%;28490677;495534;57%;4%;7;4;;89,96%
1153;5379600000;CENTRO DE SALUD B - PALTAS;-79,648993;-4,049425;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1109;PALTAS;110950;CATACOCHA;07:00 - 17:00;2025;Octubre;979;;;;;;;;;61,54%;;;88%;31509643;495534;64%;10%;7;4;;89,96%
1154;5379600000;CENTRO DE SALUD B - PALTAS;-79,648993;-4,049425;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1109;PALTAS;110950;CATACOCHA;07:00 - 17:00;2025;Noviembre;711;;;;;;;;;54,29%;;;89%;3,58764E+15;495534;72%;4%;6;4;;89,96%
1155;5379600000;CENTRO DE SALUD B - PALTAS;-79,648993;-4,049425;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO B;11;LOJA;1109;PALTAS;110950;CATACOCHA;07:00 - 17:00;2025;Diciembre;799;;;;;;;;;53,33%;;;89%;;;;5%;6;4;;89,96%
1156;5444600000;CENTRO DE SALUD A - BAÑOS;-78,419869;-1,398554;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1802;BAÑOS DE AGUA SANTA;180250;BAÑOS DE AGUA SANTA;06:00 - 22:00;2025;Enero;2647;;;2;;;;;;83,45%;;;89%;4,73983E+15;1017574;5%;14%;21;11;;89,96%
1157;5444600000;CENTRO DE SALUD A - BAÑOS;-78,419869;-1,398554;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1802;BAÑOS DE AGUA SANTA;180250;BAÑOS DE AGUA SANTA;06:00 - 22:00;2025;Febrero;3002;;;8;;;;;;77,70%;;;80%;1,04232E+16;1017574;10%;15%;21;11;;89,96%
1158;5444600000;CENTRO DE SALUD A - BAÑOS;-78,419869;-1,398554;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1802;BAÑOS DE AGUA SANTA;180250;BAÑOS DE AGUA SANTA;06:00 - 22:00;2025;Marzo;2644;;;10;;;;;;75,18%;;;75%;1,67972E+16;1017574;17%;18%;21;11;;89,96%
1159;5444600000;CENTRO DE SALUD A - BAÑOS;-78,419869;-1,398554;RPIS;IESS;I NIVEL;CENTRO DE SALUD TIPO A;18;TUNGURAHUA;1802;BAÑOS DE AGUA SANTA;180250;BAÑOS DE AGUA SANTA;06:00 - 22:00;2025;Abril;2658;;;16;;;;;;77,37%;;;80%;2,30321E+16;1018081;23%;24%;21;10;;89,96%
